SampleSize,XbarMinusMu
8.368e+109,2.9084e-56
8.786e+109,4.6959e-56
9.226e+109,5.4175e-56
9.687e+109,4.1826e-56
1.017e+110,4.5837e-56
1.068e+110,4.4338e-56
1.121e+110,5.144e-56
1.177e+110,3.6364e-56
1.236e+110,1.5124e-56
1.298e+110,9.7251e-57
1.363e+110,2.2561e-56
1.431e+110,2.0916e-56
1.503e+110,1.8661e-56
1.578e+110,1.3426e-57
1.657e+110,2.9322e-57
1.74e+110,6.5325e-57
1.827e+110,1.4887e-56
1.918e+110,2.1871e-56
2.014e+110,6.4888e-57
2.115e+110,-4.977e-58
2.22e+110,-1.445e-56
2.331e+110,-4.884e-57
2.448e+110,-6.867e-57
2.57e+110,-6.073e-57
2.699e+110,2.7101e-57
2.834e+110,-2.198e-57
2.975e+110,5.9877e-57
3.124e+110,2.7713e-57
3.28e+110,-9.661e-57
3.444e+110,-2.227e-56
3.617e+110,-1.867e-56
3.797e+110,-1.824e-56
3.987e+110,-2.067e-56
4.187e+110,-2.579e-56
4.396e+110,-1.909e-56
4.616e+110,-1.851e-56
4.846e+110,-2.195e-56
5.089e+110,-2.102e-56
5.343e+110,-2.554e-56
5.61e+110,-2.414e-56
5.891e+110,-1.76e-56
6.185e+110,-1.807e-56
6.495e+110,-1.661e-56
6.82e+110,-3.282e-57
7.16e+110,-7.4e-57
7.519e+110,-1.014e-56
7.894e+110,-1.359e-56
8.289e+110,-8.535e-57
8.704e+110,-4.387e-57
9.139e+110,-6.866e-57
9.596e+110,-5.058e-57
1.008e+111,-3.715e-57
1.058e+111,1.8781e-57
1.111e+111,3.3795e-57
1.166e+111,-6.659e-58
1.225e+111,-3.12e-57
1.286e+111,-5.632e-57
1.35e+111,-9.584e-57
1.418e+111,-6.56e-57
1.489e+111,2.0393e-57
1.563e+111,-1.056e-57
1.641e+111,-3.769e-58
1.723e+111,-4.729e-57
1.809e+111,-7.702e-58
1.9e+111,-4.117e-57
1.995e+111,-1.275e-57
2.095e+111,-2.911e-57
2.199e+111,-5.026e-57
2.309e+111,-3.68e-57
2.425e+111,-3.201e-57
2.546e+111,-3.825e-57
2.673e+111,-2.357e-57
2.807e+111,-9.216e-58
2.947e+111,1.2587e-57
3.095e+111,-3.537e-58
3.249e+111,-1.978e-58
3.412e+111,2.2091e-58
3.583e+111,2.2312e-57
3.762e+111,3.7073e-57
3.95e+111,3.3452e-57
4.147e+111,3.2329e-57
4.355e+111,2.8271e-57
4.572e+111,1.057e-57
4.801e+111,1.3279e-57
5.041e+111,7.968e-58
5.293e+111,1.9525e-58
5.558e+111,2.8719e-57
5.836e+111,5.3356e-57
6.127e+111,6.9206e-57
6.434e+111,8.139e-57
6.755e+111,7.3697e-57
7.093e+111,5.4179e-57
7.448e+111,7.3865e-57
7.82e+111,6.328e-57
8.211e+111,5.7921e-57
8.622e+111,5.956e-57
9.053e+111,6.6342e-57
9.505e+111,7.9763e-57
9.981e+111,7.4133e-57
1.048e+112,5.7669e-57
1.1e+112,6.0837e-57
1.155e+112,5.4926e-57
1.213e+112,6.5669e-57
1.274e+112,6.1863e-57
1.338e+112,5.8517e-57
1.404e+112,4.0515e-57
1.475e+112,4.2226e-57
1.548e+112,3.7047e-57
1.626e+112,3.7963e-57
1.707e+112,3.2691e-57
1.792e+112,4.1234e-57
1.882e+112,3.8946e-57
1.976e+112,4.3252e-57
2.075e+112,3.3225e-57
2.179e+112,3.482e-57
2.288e+112,3.6065e-57
2.402e+112,3.6152e-57
2.522e+112,4.1446e-57
2.648e+112,4.1432e-57
2.781e+112,3.6819e-57
2.92e+112,4.3443e-57
3.066e+112,3.2052e-57
3.219e+112,2.7968e-57
3.38e+112,1.6463e-57
3.549e+112,2.2092e-57
3.726e+112,2.9255e-57
3.913e+112,3.2449e-57
4.108e+112,3.656e-57
4.314e+112,2.7916e-57
4.529e+112,1.7649e-57
4.756e+112,1.6473e-57
4.994e+112,5.2753e-58
5.243e+112,1.1113e-57
5.505e+112,8.8155e-58
5.781e+112,5.7382e-58
6.07e+112,6.3427e-58
6.373e+112,8.0027e-58
6.692e+112,6.5688e-58
7.026e+112,1.0688e-57
7.378e+112,8.4427e-58
7.747e+112,9.3233e-58
8.134e+112,6.8571e-58
8.541e+112,4.9441e-58
8.968e+112,2.4381e-58
9.416e+112,3.2288e-58
9.887e+112,2.7174e-58
1.038e+113,3.3549e-58
1.09e+113,1.9999e-58
1.145e+113,3.123e-59
1.202e+113,-2.162e-59
1.262e+113,1.8814e-58
1.325e+113,8.0576e-58
1.391e+113,4.3406e-58
1.461e+113,-1.488e-58
1.534e+113,-5.736e-60
1.61e+113,5.8797e-58
1.691e+113,4.8181e-58
1.776e+113,8.1519e-58
1.864e+113,8.798e-58
1.958e+113,8.1862e-58
2.055e+113,7.4689e-58
2.158e+113,6.868e-58
2.266e+113,2.909e-58
2.379e+113,1.3022e-58
2.498e+113,1.4453e-58
2.623e+113,2.4015e-58
2.754e+113,3.882e-58
2.892e+113,5.5018e-58
3.037e+113,8.7478e-58
3.189e+113,7.8816e-58
3.348e+113,5.7209e-58
3.515e+113,6.6302e-58
3.691e+113,7.669e-58
3.876e+113,7.7624e-58
4.07e+113,9.4315e-58
4.273e+113,7.3746e-58
4.487e+113,5.8044e-58
4.711e+113,5.2663e-58
4.947e+113,5.377e-58
5.194e+113,4.7337e-58
5.454e+113,6.2766e-58
5.726e+113,5.34e-58
6.013e+113,3.2812e-58
6.313e+113,1.8769e-58
6.629e+113,1.6352e-58
6.96e+113,-4.679e-59
7.308e+113,-4.263e-59
7.674e+113,-1.125e-58
8.058e+113,6.7845e-59
8.46e+113,2.6531e-58
8.883e+113,1.9785e-58
9.328e+113,3.136e-58
9.794e+113,2.9743e-58
1.028e+114,1.846e-58
1.08e+114,2.2777e-58
1.134e+114,2.3737e-58
1.19e+114,3.2506e-58
1.25e+114,3.94e-58
1.312e+114,4.1087e-58
1.378e+114,4.2539e-58
1.447e+114,4.7156e-58
1.519e+114,4.2728e-58
1.595e+114,4.4189e-58
1.675e+114,4.6038e-58
1.759e+114,4.5049e-58
1.847e+114,3.6607e-58
1.939e+114,3.6098e-58
2.036e+114,3.4794e-58
2.138e+114,3.5637e-58
2.245e+114,3.9447e-58
2.357e+114,3.0227e-58
2.475e+114,3.0865e-58
2.599e+114,2.3715e-58
2.729e+114,1.3396e-58
2.865e+114,1.9381e-58
3.008e+114,1.132e-58
3.159e+114,1.282e-58
3.317e+114,1.8857e-58
3.482e+114,1.3908e-58
3.657e+114,1.7674e-58
3.839e+114,2.431e-58
4.031e+114,2.6996e-58
4.233e+114,1.9369e-58
4.445e+114,1.7094e-58
4.667e+114,2.4193e-58
4.9e+114,3.0557e-58
5.145e+114,3.4591e-58
5.402e+114,3.7379e-58
5.672e+114,3.4098e-58
5.956e+114,2.8622e-58
6.254e+114,1.4982e-58
6.567e+114,9.9725e-59
6.895e+114,6.1005e-59
7.24e+114,4.3621e-59
7.602e+114,4.4405e-59
7.982e+114,9.8383e-60
8.381e+114,8.2429e-59
8.8e+114,3.4576e-59
9.24e+114,7.4916e-60
9.702e+114,4.6276e-59
1.019e+115,4.6117e-59
1.07e+115,5.3311e-59
1.123e+115,7.2762e-59
1.179e+115,4.0751e-59
1.238e+115,2.0542e-59
1.3e+115,4.192e-59
1.365e+115,2.5883e-59
1.433e+115,-3.716e-59
1.505e+115,-1.242e-59
1.58e+115,-3.262e-60
1.659e+115,3.4192e-60
1.742e+115,-5.574e-59
1.829e+115,-6.584e-59
1.921e+115,-8.587e-59
2.017e+115,-1.123e-58
2.118e+115,-1.043e-58
2.224e+115,-9.818e-59
2.335e+115,-9.079e-59
2.452e+115,-4.187e-59
2.574e+115,-7.766e-59
2.703e+115,-8.325e-59
2.838e+115,-6.094e-59
2.98e+115,-7.365e-59
3.129e+115,-7.058e-59
3.285e+115,-8e-59
3.45e+115,-9.277e-59
3.622e+115,-8.635e-59
3.803e+115,-7.475e-59
3.993e+115,-7.22e-59
4.193e+115,-7.844e-59
4.403e+115,-8.379e-59
4.623e+115,-8.54e-59
4.854e+115,-6.988e-59
5.097e+115,-5.598e-59
5.352e+115,-6.296e-59
5.619e+115,-4.465e-59
5.9e+115,-5.704e-59
6.195e+115,-6.135e-59
6.505e+115,-5.507e-59
6.83e+115,-3.758e-59
7.172e+115,-3.21e-59
7.53e+115,-3.504e-59
7.907e+115,-2.001e-59
8.302e+115,6.8701e-61
8.717e+115,-1.313e-59
9.153e+115,-3.473e-61
9.611e+115,-1.192e-59
1.009e+116,-3.414e-60
1.06e+116,-6.981e-61
1.113e+116,1.8498e-59
1.168e+116,1.978e-59
1.227e+116,2.5777e-59
1.288e+116,3.0946e-59
1.352e+116,2.9809e-59
1.42e+116,2.1277e-59
1.491e+116,2.6592e-59
1.565e+116,3.0261e-59
1.644e+116,2.0159e-59
1.726e+116,2.0303e-59
1.812e+116,1.3158e-59
1.903e+116,1.7116e-59
1.998e+116,1.3732e-59
2.098e+116,2.1419e-59
2.203e+116,2.7855e-59
2.313e+116,4.0287e-59
2.429e+116,3.669e-59
2.55e+116,4.1207e-59
2.677e+116,4.2175e-59
2.811e+116,4.247e-59
2.952e+116,4.5685e-59
3.1e+116,3.0335e-59
3.255e+116,2.822e-59
3.417e+116,2.5581e-59
3.588e+116,2.8897e-59
3.767e+116,2.4814e-59
3.956e+116,3.3478e-59
4.154e+116,3.2301e-59
4.361e+116,2.6489e-59
4.579e+116,2.5137e-59
4.808e+116,2.6815e-59
5.049e+116,2.1987e-59
5.301e+116,1.8246e-59
5.566e+116,2.3601e-59
5.845e+116,2.1984e-59
6.137e+116,1.5726e-59
6.444e+116,1.6796e-59
6.766e+116,2.1697e-59
7.104e+116,2.2178e-59
7.459e+116,2.7325e-59
7.832e+116,3.2259e-59
8.224e+116,2.9633e-59
8.635e+116,2.5774e-59
9.067e+116,2.9867e-59
9.52e+116,2.4746e-59
9.996e+116,1.7645e-59
1.05e+117,1.4281e-59
1.102e+117,1.5943e-59
1.157e+117,1.464e-59
1.215e+117,5.9034e-60
1.276e+117,8.7237e-60
1.34e+117,5.6774e-60
1.407e+117,9.8615e-61
1.477e+117,3.7365e-60
1.551e+117,2.4379e-60
1.628e+117,1.6701e-60
1.71e+117,1.6533e-60
1.795e+117,1.5335e-60
1.885e+117,-1.803e-62
1.979e+117,2.0254e-60
2.078e+117,4.4163e-60
2.182e+117,4.5061e-60
2.291e+117,4.7865e-61
2.406e+117,-3.245e-61
2.526e+117,-2.866e-61
2.652e+117,-1.947e-60
2.785e+117,-3.33e-60
2.924e+117,-2.58e-61
3.07e+117,9.2506e-61
3.224e+117,9.1803e-61
3.385e+117,2.3289e-62
3.554e+117,1.2671e-60
3.732e+117,9.8407e-61
3.919e+117,-1.043e-60
4.115e+117,-5.641e-61
4.32e+117,-1.628e-60
4.536e+117,-1.459e-60
4.763e+117,-3.498e-60
5.001e+117,-3.328e-60
5.251e+117,-1.82e-60
5.514e+117,-8.631e-61
5.79e+117,1.0815e-60
6.079e+117,1.1962e-60
6.383e+117,4.7088e-60
6.702e+117,5.0407e-60
7.037e+117,2.8716e-60
7.389e+117,5.2449e-60
7.759e+117,6.7815e-60
8.147e+117,4.2977e-60
8.554e+117,5.298e-60
8.982e+117,5.1292e-60
9.431e+117,5.4611e-60
9.902e+117,5.1638e-60
1.04e+118,6.1941e-60
1.092e+118,4.9567e-60
1.146e+118,2.8731e-60
1.204e+118,4.1223e-60
1.264e+118,4.9401e-60
1.327e+118,5.1351e-60
1.393e+118,3.7964e-60
1.463e+118,3.6561e-60
1.536e+118,2.8711e-60
1.613e+118,2.3893e-60
1.694e+118,1.6286e-60
1.778e+118,2.1997e-60
1.867e+118,-7.659e-61
1.961e+118,-1.564e-60
2.059e+118,-1.233e-60
2.162e+118,-1.499e-60
2.27e+118,-1.745e-61
2.383e+118,3.5566e-62
2.502e+118,-1.804e-61
2.627e+118,5.5716e-62
2.759e+118,-5.221e-61
2.897e+118,-9.287e-61
3.042e+118,-1.588e-60
3.194e+118,-1.529e-60
3.353e+118,-1.577e-60
3.521e+118,-1.941e-60
3.697e+118,-2.233e-60
3.882e+118,-2.315e-60
4.076e+118,-1.789e-60
4.28e+118,-2.106e-60
4.494e+118,-1.766e-60
4.718e+118,-2.091e-60
4.954e+118,-1.944e-60
5.202e+118,-2.674e-60
5.462e+118,-2.023e-60
5.735e+118,-1.793e-60
6.022e+118,-2.435e-60
6.323e+118,-3.184e-60
6.639e+118,-3.318e-60
6.971e+118,-2.969e-60
7.32e+118,-2.614e-60
7.686e+118,-2.098e-60
8.07e+118,-2.022e-60
8.474e+118,-1.776e-60
8.897e+118,-1.199e-60
9.342e+118,-1.034e-60
9.809e+118,-9.369e-61
1.03e+119,-7.602e-61
1.081e+119,-1.525e-62
1.136e+119,-8.574e-62
1.192e+119,-1.749e-61
1.252e+119,-4.772e-61
1.315e+119,-9.571e-61
1.38e+119,-6.962e-61
1.449e+119,-4.292e-61
1.522e+119,-7.713e-61
1.598e+119,-1.095e-60
1.678e+119,-9.685e-61
1.762e+119,-4.913e-61
1.85e+119,-3.534e-61
1.942e+119,-2.825e-61
2.039e+119,-4.506e-61
2.141e+119,-7.948e-61
2.248e+119,-6.125e-61
2.361e+119,-4.463e-61
2.479e+119,-5.391e-61
2.603e+119,-2.689e-61
2.733e+119,-4.943e-61
2.869e+119,-3.773e-61
3.013e+119,-5.814e-61
3.164e+119,-8.062e-61
3.322e+119,-9.412e-61
3.488e+119,-4.636e-61
3.662e+119,-5.239e-61
3.845e+119,-6.302e-61
4.038e+119,-1.189e-60
4.239e+119,-9.58e-61
4.451e+119,-1.102e-60
4.674e+119,-1.116e-60
4.908e+119,-1.322e-60
5.153e+119,-1.203e-60
5.411e+119,-1.032e-60
5.681e+119,-1.1e-60
5.965e+119,-9.906e-61
6.264e+119,-9.419e-61
6.577e+119,-8.369e-61
6.906e+119,-9.865e-61
7.251e+119,-9.487e-61
7.613e+119,-1.01e-60
7.994e+119,-7.928e-61
8.394e+119,-7.545e-61
8.814e+119,-6.463e-61
9.254e+119,-5.802e-61
9.717e+119,-6.149e-61
1.02e+120,-5.993e-61
1.071e+120,-6.6e-61
1.125e+120,-5.389e-61
1.181e+120,-5.011e-61
1.24e+120,-4.619e-61
1.302e+120,-4.371e-61
1.367e+120,-2.08e-61
1.436e+120,-3.403e-61
1.507e+120,-4.258e-61
1.583e+120,-3.862e-61
1.662e+120,-3.779e-61
1.745e+120,-4.143e-61
1.832e+120,-4.908e-61
1.924e+120,-4.516e-61
2.02e+120,-4.489e-61
2.121e+120,-4.361e-61
2.227e+120,-3.49e-61
2.338e+120,-4.929e-61
2.455e+120,-3.908e-61
2.578e+120,-5.039e-61
2.707e+120,-5.003e-61
2.842e+120,-5.239e-61
2.985e+120,-4.921e-61
3.134e+120,-4.595e-61
3.291e+120,-4.441e-61
3.455e+120,-4.976e-61
3.628e+120,-5.312e-61
3.809e+120,-4.816e-61
4e+120,-4.235e-61
4.2e+120,-4.517e-61
4.41e+120,-4.912e-61
4.63e+120,-6.138e-61
4.862e+120,-5.814e-61
5.105e+120,-5.366e-61
5.36e+120,-5.116e-61
5.628e+120,-4.892e-61
5.909e+120,-4.304e-61
6.205e+120,-3.525e-61
6.515e+120,-3.693e-61
6.841e+120,-3.232e-61
7.183e+120,-3.161e-61
7.542e+120,-2.491e-61
7.919e+120,-3.212e-61
8.315e+120,-2.738e-61
8.731e+120,-2.76e-61
9.167e+120,-2.098e-61
9.626e+120,-2.02e-61
1.011e+121,-1.995e-61
1.061e+121,-1.631e-61
1.114e+121,-1.694e-61
1.17e+121,-1.442e-61
1.228e+121,-1.169e-61
1.29e+121,-6.4e-62
1.354e+121,-8.131e-62
1.422e+121,-1.334e-61
1.493e+121,-1.397e-61
1.568e+121,-1.582e-61
1.646e+121,-1.23e-61
1.729e+121,-1.149e-61
1.815e+121,-7.562e-62
1.906e+121,-9.116e-62
2.001e+121,-1.022e-61
2.101e+121,-7.183e-62
2.206e+121,-6.692e-62
2.317e+121,-1.112e-61
2.432e+121,-9.098e-62
2.554e+121,-8.401e-62
2.682e+121,-8.692e-62
2.816e+121,-4.957e-62
2.957e+121,-5.797e-62
3.104e+121,-1.871e-62
3.26e+121,-2.649e-62
3.423e+121,-1.111e-62
3.594e+121,-2.136e-62
3.773e+121,-1.423e-62
3.962e+121,-1.686e-62
4.16e+121,-9.14e-63
4.368e+121,-4.309e-62
4.587e+121,-3.749e-62
4.816e+121,-4.334e-62
5.057e+121,-5.672e-62
5.309e+121,-5.306e-62
5.575e+121,-3.452e-62
5.854e+121,-1.301e-62
6.146e+121,-3.226e-62
6.454e+121,-2.184e-62
6.776e+121,-1.985e-62
7.115e+121,-1.004e-62
7.471e+121,1.2797e-63
7.845e+121,1.6048e-62
8.237e+121,1.4528e-62
8.649e+121,2.3481e-62
9.081e+121,1.9678e-62
9.535e+121,3.2624e-62
1.001e+122,4.6675e-62
1.051e+122,4.8386e-62
1.104e+122,3.348e-62
1.159e+122,2.7113e-62
1.217e+122,2.3603e-62
1.278e+122,2.0229e-62
1.342e+122,2.1856e-62
1.409e+122,1.4094e-62
1.479e+122,5.0973e-63
1.553e+122,1.5197e-62
1.631e+122,-6.712e-64
1.712e+122,-4.319e-63
1.798e+122,-7.992e-63
1.888e+122,-1.773e-62
1.982e+122,-2.271e-62
2.081e+122,-1.289e-62
2.185e+122,-1.052e-62
2.295e+122,-1.032e-62
2.409e+122,-6.172e-63
2.53e+122,-8.323e-63
2.656e+122,-6.589e-63
2.789e+122,9.8573e-64
2.929e+122,7.4607e-63
3.075e+122,2.913e-63
3.229e+122,8.7267e-63
3.39e+122,1.3248e-62
3.56e+122,-1.798e-63
3.738e+122,3.9401e-63
3.925e+122,2.6984e-64
4.121e+122,-8.708e-63
4.327e+122,-7.034e-63
4.543e+122,-1.245e-62
4.771e+122,-7.778e-63
5.009e+122,-1.04e-62
5.26e+122,-1.962e-62
5.523e+122,-1.359e-62
5.799e+122,-1.335e-62
6.089e+122,-1.776e-62
6.393e+122,-1.58e-62
6.713e+122,-1.955e-62
7.048e+122,-1.833e-62
7.401e+122,-1.433e-62
7.771e+122,-1.994e-62
8.159e+122,-1.462e-62
8.567e+122,-2.118e-62
8.996e+122,-3.082e-62
9.445e+122,-2.828e-62
9.918e+122,-2.924e-62
1.041e+123,-2.684e-62
1.093e+123,-2.791e-62
1.148e+123,-2.652e-62
1.206e+123,-1.956e-62
1.266e+123,-1.559e-62
1.329e+123,-1.49e-62
1.396e+123,-1.437e-62
1.465e+123,-1.152e-62
1.539e+123,-1.148e-62
1.615e+123,-1.374e-62
1.696e+123,-1.609e-62
1.781e+123,-1.497e-62
1.87e+123,-1.926e-62
1.964e+123,-2.323e-62
2.062e+123,-2.002e-62
2.165e+123,-1.78e-62
2.273e+123,-1.621e-62
2.387e+123,-1.625e-62
2.506e+123,-1.641e-62
2.631e+123,-1.663e-62
2.763e+123,-1.749e-62
2.901e+123,-1.648e-62
3.046e+123,-1.574e-62
3.199e+123,-1.806e-62
3.358e+123,-1.47e-62
3.526e+123,-1.631e-62
3.703e+123,-1.698e-62
3.888e+123,-1.499e-62
4.082e+123,-1.257e-62
4.286e+123,-1.228e-62
4.501e+123,-1.354e-62
4.726e+123,-1.22e-62
4.962e+123,-1.261e-62
5.21e+123,-1.268e-62
5.471e+123,-1.146e-62
5.744e+123,-9.997e-63
6.031e+123,-1.052e-62
6.333e+123,-1.066e-62
6.65e+123,-1.225e-62
6.982e+123,-1.174e-62
7.331e+123,-1.039e-62
7.698e+123,-1.017e-62
8.083e+123,-1.215e-62
8.487e+123,-1.097e-62
8.911e+123,-1.202e-62
9.357e+123,-1.048e-62
9.824e+123,-7.678e-63
1.032e+124,-7.361e-63
1.083e+124,-7.255e-63
1.137e+124,-7.198e-63
1.194e+124,-7.2e-63
1.254e+124,-8.253e-63
1.317e+124,-6.583e-63
1.382e+124,-6.504e-63
1.452e+124,-8.25e-63
1.524e+124,-5.896e-63
1.6e+124,-5.666e-63
1.68e+124,-5.937e-63
1.764e+124,-5.943e-63
1.853e+124,-5.269e-63
1.945e+124,-4.762e-63
2.042e+124,-3.915e-63
2.145e+124,-6.022e-63
2.252e+124,-6.034e-63
2.364e+124,-4.937e-63
2.483e+124,-5.803e-63
2.607e+124,-5.435e-63
2.737e+124,-5.278e-63
2.874e+124,-5.74e-63
3.018e+124,-5.203e-63
3.168e+124,-4.582e-63
3.327e+124,-4.47e-63
3.493e+124,-3.785e-63
3.668e+124,-4.186e-63
3.851e+124,-3.437e-63
4.044e+124,-3.478e-63
4.246e+124,-2.502e-63
4.458e+124,-2.392e-63
4.681e+124,-3.264e-63
4.915e+124,-2.978e-63
5.161e+124,-2.874e-63
5.419e+124,-2.73e-63
5.69e+124,-2.828e-63
5.975e+124,-2.714e-63
6.273e+124,-2.144e-63
6.587e+124,-2.197e-63
6.916e+124,-2.443e-63
7.262e+124,-1.896e-63
7.625e+124,-1.5e-63
8.007e+124,-2.146e-63
8.407e+124,-2.797e-63
8.827e+124,-2.954e-63
9.269e+124,-2.802e-63
9.732e+124,-2.758e-63
1.022e+125,-2.595e-63
1.073e+125,-2.622e-63
1.127e+125,-2.56e-63
1.183e+125,-2.008e-63
1.242e+125,-2.22e-63
1.304e+125,-2.36e-63
1.369e+125,-2.474e-63
1.438e+125,-1.982e-63
1.51e+125,-1.61e-63
1.585e+125,-9.421e-64
1.665e+125,-1.088e-63
1.748e+125,-6.225e-64
1.835e+125,-6.741e-64
1.927e+125,-7.624e-64
2.023e+125,-8.587e-64
2.124e+125,-6.249e-64
2.231e+125,-6.265e-64
2.342e+125,-9.999e-64
2.459e+125,-1.074e-63
2.582e+125,-1.059e-63
2.711e+125,-1.367e-63
2.847e+125,-1.4e-63
2.989e+125,-1.234e-63
3.139e+125,-1.269e-63
3.296e+125,-1.157e-63
3.46e+125,-7.408e-64
3.633e+125,-4.925e-64
3.815e+125,-5.459e-64
4.006e+125,-5.02e-64
4.206e+125,-3.574e-64
4.416e+125,-3.564e-64
4.637e+125,-1.167e-64
4.869e+125,-1.533e-64
5.113e+125,2.9572e-65
5.368e+125,6.9695e-65
5.637e+125,1.9414e-64
5.918e+125,1.0941e-65
6.214e+125,1.5066e-64
6.525e+125,1.1942e-64
6.851e+125,8.4252e-65
7.194e+125,2.0416e-64
7.554e+125,2.2909e-64
7.931e+125,1.7585e-64
8.328e+125,1.7345e-64
8.744e+125,2.1574e-64
9.181e+125,2.1863e-64
9.641e+125,2.5629e-64
1.012e+126,1.761e-64
1.063e+126,3.262e-64
1.116e+126,3.8996e-64
1.172e+126,3.3258e-64
1.23e+126,1.9403e-64
1.292e+126,1.6453e-64
1.357e+126,2.6785e-64
1.424e+126,1.7558e-64
1.496e+126,2.3082e-64
1.57e+126,8.7444e-66
1.649e+126,3.5516e-65
1.731e+126,4.6532e-66
1.818e+126,5.68e-65
1.909e+126,1.6428e-64
2.004e+126,7.5287e-65
2.104e+126,8.9724e-65
2.21e+126,7.5312e-65
2.32e+126,-1.147e-65
2.436e+126,6.3352e-65
2.558e+126,-2.61e-65
2.686e+126,9.1857e-66
2.82e+126,-1.972e-65
2.961e+126,4.937e-65
3.109e+126,4.2611e-65
3.265e+126,-2.989e-65
3.428e+126,7.3192e-66
3.599e+126,1.2847e-64
3.779e+126,8.6401e-65
3.968e+126,1.8267e-65
4.167e+126,4.7767e-65
4.375e+126,1.1345e-64
4.594e+126,7.6476e-65
4.823e+126,1.1155e-64
5.065e+126,1.6111e-64
5.318e+126,1.7714e-64
5.584e+126,2.2121e-64
5.863e+126,2.221e-64
6.156e+126,2.0694e-64
6.464e+126,1.6602e-64
6.787e+126,1.6464e-64
7.126e+126,1.2667e-64
7.483e+126,1.0571e-64
7.857e+126,9.0965e-65
8.25e+126,8.3633e-65
8.662e+126,8.1e-65
9.095e+126,5.1632e-65
9.55e+126,4.7253e-65
1.003e+127,1.7469e-65
1.053e+127,5.6012e-65
1.106e+127,7.2162e-65
1.161e+127,4.8755e-65
1.219e+127,5.1266e-65
1.28e+127,4.9858e-65
1.344e+127,1.79e-65
1.411e+127,2.6125e-65
1.482e+127,-2.114e-66
1.556e+127,-2.949e-65
1.633e+127,-3.067e-65
1.715e+127,-5.888e-65
1.801e+127,-7.609e-65
1.891e+127,-1.604e-64
1.985e+127,-1.583e-64
2.085e+127,-1.863e-64
2.189e+127,-1.76e-64
2.298e+127,-1.794e-64
2.413e+127,-1.707e-64
2.534e+127,-1.631e-64
2.661e+127,-1.346e-64
2.794e+127,-1.417e-64
2.933e+127,-1.366e-64
3.08e+127,-1.071e-64
3.234e+127,-1.126e-64
3.396e+127,-1.075e-64
3.565e+127,-8.884e-65
3.744e+127,-1.323e-64
3.931e+127,-1.302e-64
4.127e+127,-1.289e-64
4.334e+127,-1.194e-64
4.55e+127,-1.209e-64
4.778e+127,-1.197e-64
5.017e+127,-1.014e-64
5.268e+127,-1.065e-64
5.531e+127,-8.978e-65
5.808e+127,-1.221e-64
6.098e+127,-1.311e-64
6.403e+127,-1.083e-64
6.723e+127,-1.045e-64
7.059e+127,-1.002e-64
7.412e+127,-9.492e-65
7.783e+127,-7.311e-65
8.172e+127,-6.187e-65
8.581e+127,-7.324e-65
9.01e+127,-7.177e-65
9.46e+127,-6.297e-65
9.933e+127,-6.111e-65
1.043e+128,-7.027e-65
1.095e+128,-6.253e-65
1.15e+128,-4.963e-65
1.207e+128,-5.501e-65
1.268e+128,-5.117e-65
1.331e+128,-3.101e-65
1.398e+128,-2.11e-65
1.468e+128,-8.719e-66
1.541e+128,-1.738e-65
1.618e+128,-8.051e-66
1.699e+128,-2.002e-65
1.784e+128,-1.271e-65
1.873e+128,-6.498e-66
1.967e+128,-1.653e-65
2.065e+128,-2.726e-65
2.168e+128,-2.645e-65
2.277e+128,-3.162e-65
2.391e+128,-2.903e-65
2.51e+128,-2.793e-65
2.636e+128,-2.483e-65
2.767e+128,-2.701e-65
2.906e+128,-2.216e-65
3.051e+128,-1.063e-65
3.204e+128,-1.568e-65
3.364e+128,-2.114e-65
3.532e+128,-2.598e-65
3.708e+128,-2.739e-65
3.894e+128,-2.46e-65
4.089e+128,-2.974e-65
4.293e+128,-2.998e-65
4.508e+128,-3.271e-65
4.733e+128,-3.315e-65
4.97e+128,-2.757e-65
5.218e+128,-2.852e-65
5.479e+128,-2.402e-65
5.753e+128,-2.457e-65
6.041e+128,-2.937e-65
6.343e+128,-3.911e-65
6.66e+128,-3.549e-65
6.993e+128,-3.774e-65
7.343e+128,-3.22e-65
7.71e+128,-4.019e-65
8.095e+128,-3.725e-65
8.5e+128,-3.743e-65
8.925e+128,-3.498e-65
9.371e+128,-3.555e-65
9.84e+128,-3.465e-65
1.033e+129,-3.518e-65
1.085e+129,-3.165e-65
1.139e+129,-3.173e-65
1.196e+129,-3.269e-65
1.256e+129,-3.022e-65
1.319e+129,-3.115e-65
1.385e+129,-2.827e-65
1.454e+129,-2.431e-65
1.526e+129,-2.402e-65
1.603e+129,-2.342e-65
1.683e+129,-2.454e-65
1.767e+129,-1.7e-65
1.855e+129,-1.728e-65
1.948e+129,-1.862e-65
2.046e+129,-1.871e-65
2.148e+129,-1.378e-65
2.255e+129,-1.102e-65
2.368e+129,-9.257e-66
2.486e+129,-6.444e-66
2.611e+129,-5.621e-66
2.741e+129,-6.59e-66
2.878e+129,-6.309e-66
3.022e+129,-7.041e-66
3.173e+129,-3.995e-66
3.332e+129,-1.546e-66
3.499e+129,-3.028e-66
3.674e+129,-4.534e-66
3.857e+129,-5.452e-66
4.05e+129,-4.691e-66
4.253e+129,-2.782e-66
4.465e+129,-1.846e-66
4.689e+129,-1.862e-66
4.923e+129,-2.719e-66
5.169e+129,-3.055e-66
