who	Newbie	Age	Gender	Household.Income	Sexual.Preference	Country	Education.Attainment	Major.Occupation	Marital.Status	Years.on.Internet
id82789	1	42	Male	$40-49	Bisexual	Texas	Some College	Computer	Married	6-12 mo
id86105	0	26	Female	$75-99	Heterosexual	Pennsylvania	Masters	Computer	Married	4-6 yr
id73217	0	35	Male	$40-49	NA	Italy	College	Computer	Married	4-6 yr
id84611	0	29	Male	$75-99	Bisexual	New Jersey	Masters	Computer	Single	4-6 yr
id86279	0	29	Male	$30-39	Heterosexual	New Jersey	Masters	Education	Married	Over 7 yr
id78491	0	24	Male	$50-74	Heterosexual	Nova Scotia	College	Professional	Single	Over 7 yr
id84632	0	36	Male	$50-74	Heterosexual	Massachusetts	College	Professional	Married	1-3 yr
id83403	0	44	Female	$10-19	Heterosexual	New Hampshire	High School	Computer	Separated	1-3 yr
id83105	0	40	Male	Over $100	Heterosexual	Maryland	College	Computer	Married	4-6 yr
id71964	1	21	Male	Under $10	Heterosexual	Washington	College	Education	Single	6-12 mo
id86815	0	37	Male	$50-74	Heterosexual	Virginia	College	Computer	Married	1-3 yr
id87874	1	18	Male	NA	Bisexual	Japan	High School	Education	Single	6-12 mo
id71406	0	20	Male	$20-29	Heterosexual	California	High School	Computer	Single	Over 7 yr
id72828	1	28	Male	$10-19	Heterosexual	Germany	High School	Education	Single	6-12 mo
id42578	0	34	Female	$30-39	Heterosexual	California	High School	Other	Married	Over 7 yr
id71511	0	59	Male	$40-49	Heterosexual	Washington	Some College	Other	Married	1-3 yr
id71646	1	46	Male	NA	Heterosexual	Tennessee	Professional	Professional	Widowed	Under 6 mo
id71975	1	41	Male	$40-49	Heterosexual	North Carolina	Some College	Management	Divorced	Under 6 mo
id71976	0	58	Male	$50-74	Heterosexual	Ontario	Some College	Professional	Married	1-3 yr
id76280	0	49	Male	$40-49	Heterosexual	Vermont	Masters	Education	Married	4-6 yr
id86245	0	21	Female	NA	Heterosexual	Missouri	Some College	Education	Single	1-3 yr
id88725	0	35	Male	$20-29	Heterosexual	Spain	Masters	Professional	Single	4-6 yr
id90249	0	25	Male	$50-74	Heterosexual	Indiana	Some College	Professional	Married	4-6 yr
id71377	0	57	Male	$30-39	Heterosexual	Colorado	Some College	Management	Married	1-3 yr
id71977	0	26	Male	$50-74	Heterosexual	New Jersey	College	Management	Married	4-6 yr
id71979	0	22	Female	$50-74	Heterosexual	Connecticut	College	Education	Single	4-6 yr
id72832	1	46	Female	$50-74	Lesbian	Washington	College	Professional	Married	Under 6 mo
id74115	0	45	Female	$50-74	Heterosexual	Hawaii	Doctoral	Management	Married	1-3 yr
id81053	0	NA	Male	NA	Heterosexual	New York	Masters	Management	Married	4-6 yr
id71982	1	46	Female	$40-49	Heterosexual	Virginia	Some College	Professional	Divorced	Under 6 mo
id89007	0	40	Female	$10-19	Heterosexual	Arizona	Masters	Computer	Married	1-3 yr
id71985	0	45	Male	$50-74	Heterosexual	Florida	High School	Other	Married	1-3 yr
id74735	0	22	Male	$20-29	Heterosexual	Missouri	Some College	Education	Single	Over 7 yr
id78525	0	23	Female	$40-49	Heterosexual	California	College	Professional	Single	1-3 yr
id81663	0	38	Male	NA	Heterosexual	Connecticut	Masters	Computer	Married	4-6 yr
id71995	0	34	Male	Over $100	Heterosexual	Indiana	Some College	Other	Married	1-3 yr
id71998	0	25	Male	$50-74	Heterosexual	California	College	Professional	Married	1-3 yr
id71999	0	43	Female	Over $100	Heterosexual	Florida	College	Management	Married	1-3 yr
id72003	0	51	Female	NA	Heterosexual	California	High School	Computer	Married	4-6 yr
id71379	0	19	Male	$10-19	NA	Estonia	Some College	Professional	Single	1-3 yr
id72005	0	71	Male	NA	Heterosexual	Florida	High School	Other	Married	4-6 yr
id72836	0	45	Male	$50-74	Heterosexual	Georgia	College	Management	Married	1-3 yr
id73117	0	39	Male	$50-74	Heterosexual	Florida	Some College	Computer	Married	1-3 yr
id88520	1	64	Female	$40-49	Heterosexual	Texas	Doctoral	Professional	Married	Under 6 mo
id88798	1	30	Male	$30-39	Heterosexual	New Jersey	College	Other	Single	6-12 mo
id71971	0	19	Female	Under $10	Heterosexual	New York	Some College	Education	Other	1-3 yr
id72008	1	60	Female	$30-39	Heterosexual	South Dakota	Masters	Education	Divorced	6-12 mo
id72420	0	NA	Male	NA	na	California	Doctoral	Professional	Married	Over 7 yr
id84189	0	37	Male	$75-99	Gay male	California	Masters	Management	Single	1-3 yr
id1575	0	38	Female	$40-49	Heterosexual	Ontario	College	Computer	Divorced	4-6 yr
id71723	0	35	Male	$75-99	Heterosexual	Massachusetts	Some College	Computer	Single	Over 7 yr
id78179	0	34	Male	NA	Gay male	Colorado	Some College	Other	Single	4-6 yr
id72014	0	46	Male	$20-29	Heterosexual	Florida	Some College	Computer	Married	1-3 yr
id72015	1	52	Male	$40-49	Heterosexual	Florida	Some College	Management	Married	6-12 mo
id73506	1	36	Male	$40-49	Heterosexual	New Jersey	High School	Other	Single	6-12 mo
id84815	0	18	Male	$10-19	Heterosexual	Oregon	Some College	Education	Single	1-3 yr
id72017	0	27	Female	$30-39	Heterosexual	Georgia	Masters	Management	Single	4-6 yr
id72025	0	47	Male	$10-19	Heterosexual	Tennessee	High School	Other	Married	1-3 yr
id77381	0	21	Female	$10-19	Heterosexual	Maryland	Some College	Education	Single	1-3 yr
id78242	0	25	Male	$30-39	Heterosexual	Pennsylvania	College	Computer	Single	4-6 yr
id76518	0	27	Male	$40-49	Heterosexual	United Kingdom	Other	Professional	Married	1-3 yr
id76578	0	20	Male	NA	Heterosexual	Ohio	Some College	Education	Single	1-3 yr
id84367	0	29	Male	$30-39	Bisexual	Japan	Some College	Professional	Single	Over 7 yr
id87328	0	22	Female	$40-49	Heterosexual	California	Some College	Computer	Other	4-6 yr
id89773	0	30	Female	Over $100	Heterosexual	California	Masters	Professional	Other	4-6 yr
id72029	1	21	Male	$30-39	Heterosexual	Canada & Mexico	Special	Management	Single	6-12 mo
id76155	0	32	Male	$40-49	Heterosexual	New York	Some College	Professional	Married	1-3 yr
id79232	0	20	Female	$30-39	Heterosexual	Minnesota	Some College	Education	Other	1-3 yr
id83386	0	63	Male	$75-99	Heterosexual	New Jersey	Masters	Professional	Married	Over 7 yr
id71660	1	42	Female	$30-39	Heterosexual	California	College	Education	Other	6-12 mo
id72030	1	38	Male	$50-74	Heterosexual	North Carolina	College	Professional	Married	Under 6 mo
id77432	1	19	Female	NA	Heterosexual	Vermont	Some College	Education	Single	6-12 mo
id82599	0	26	Male	$30-39	Heterosexual	Sweden	College	Professional	Married	4-6 yr
id71662	0	45	Female	$75-99	Heterosexual	Georgia	College	Professional	Married	1-3 yr
id72034	1	54	Male	$50-74	Heterosexual	Ohio	College	Management	Married	Under 6 mo
id72036	0	42	Male	Over $100	Gay male	California	Masters	Management	Other	1-3 yr
id78168	0	NA	Female	NA	Heterosexual	Alabama	College	Professional	NA	1-3 yr
id78187	0	41	Male	Over $100	Heterosexual	Ohio	Doctoral	Education	Married	1-3 yr
id84372	1	42	Female	$20-29	Heterosexual	Montana	High School	Professional	Divorced	Under 6 mo
id71380	0	20	Female	$50-74	Heterosexual	Washington	High School	Computer	Married	1-3 yr
id72044	1	49	Male	Over $100	NA	Virginia	College	Professional	Married	6-12 mo
id73286	0	23	Female	$40-49	Heterosexual	Massachusetts	College	Computer	Single	4-6 yr
id72047	1	38	Female	$40-49	Heterosexual	Idaho	College	Professional	Married	Under 6 mo
id80286	0	44	Male	$40-49	Heterosexual	New Zealand	College	Management	Married	Over 7 yr
id72048	1	NA	Female	$30-39	Heterosexual	New Mexico	College	Other	Married	6-12 mo
id89086	0	47	Male	$75-99	Heterosexual	Netherlands	Doctoral	Education	Married	1-3 yr
id89893	0	36	Male	$50-74	Heterosexual	Washington	Some College	Computer	Married	1-3 yr
id76511	1	42	Female	$30-39	Heterosexual	Kentucky	Some College	Other	Divorced	6-12 mo
id71663	0	36	Female	$40-49	Heterosexual	Indiana	High School	Other	Married	1-3 yr
id74786	0	NA	Male	$50-74	NA	Nebraska	Masters	Other	Married	1-3 yr
id84282	0	26	Male	$10-19	Heterosexual	Colorado	College	Education	Single	4-6 yr
id88283	0	16	Female	Under $10	Heterosexual	Oregon	High School	Other	Single	1-3 yr
id78097	0	32	Male	$40-49	Heterosexual	Texas	Masters	Professional	Married	4-6 yr
id78190	0	34	Male	$75-99	Heterosexual	Pennsylvania	Masters	Management	Married	4-6 yr
id78191	0	28	Male	$40-49	Heterosexual	Sweden	Other	Computer	Single	1-3 yr
id89466	1	67	Male	NA	Heterosexual	Utah	College	Professional	Married	Under 6 mo
id88078	0	51	Male	$50-74	Bisexual	Germany	Doctoral	Education	Married	1-3 yr
id71667	0	28	Male	$30-39	Heterosexual	Iowa	Special	Computer	Other	1-3 yr
id79627	0	33	Male	NA	Heterosexual	Washington D.C.	Masters	Professional	Married	1-3 yr
id84468	0	21	Male	Under $10	Heterosexual	Utah	Some College	Education	Single	1-3 yr
id71669	0	28	Female	$30-39	Heterosexual	Kansas	College	Management	Married	1-3 yr
id74305	0	47	Male	Over $100	Heterosexual	California	College	Management	Married	1-3 yr
id86857	0	44	Female	$50-74	Heterosexual	Texas	Masters	Education	Married	1-3 yr
id77660	0	52	Female	$50-74	Heterosexual	Pennsylvania	College	Education	Married	4-6 yr
id79302	1	16	Male	NA	Transgender	Italy	Grammar	Education	Single	6-12 mo
id89739	0	46	Male	$50-74	Heterosexual	Oregon	College	Other	Married	1-3 yr
id77661	0	NA	Male	$10-19	Heterosexual	California	Some College	Other	Single	4-6 yr
id78657	0	NA	Male	Over $100	Heterosexual	Tennessee	Some College	Education	Single	1-3 yr
id81446	0	37	Male	Over $100	Heterosexual	Texas	College	Professional	Married	1-3 yr
id79068	0	24	Male	$50-74	Heterosexual	Arizona	Some College	Computer	Single	1-3 yr
id79303	0	58	Male	$40-49	Gay male	Quebec	Masters	Professional	Divorced	4-6 yr
id79252	0	43	Female	NA	NA	France	Masters	Computer	Married	1-3 yr
id84976	1	49	Female	$30-39	Heterosexual	Hawaii	High School	Other	Married	Under 6 mo
id19146	0	21	Male	Under $10	Heterosexual	France	College	Education	Single	4-6 yr
id76322	0	35	Female	$75-99	Heterosexual	Ohio	Some College	Computer	Married	4-6 yr
id81794	0	40	Male	Over $100	Heterosexual	California	College	Computer	Married	4-6 yr
id84398	0	23	Male	$20-29	Heterosexual	United Kingdom	College	Computer	Single	1-3 yr
id84402	1	28	Female	$50-74	Heterosexual	California	College	Professional	Other	Under 6 mo
id71381	0	56	Male	$75-99	Heterosexual	North Carolina	Some College	Management	Married	1-3 yr
id75336	0	23	Female	$10-19	Heterosexual	Arizona	College	Education	Divorced	4-6 yr
id81280	0	31	Male	$50-74	Heterosexual	Arizona	College	Computer	Single	1-3 yr
id72680	0	26	Male	$30-39	Heterosexual	United Kingdom	College	Computer	Other	4-6 yr
id82068	0	52	Female	$40-49	Heterosexual	Florida	Some College	Computer	Married	1-3 yr
id72681	1	17	Male	NA	Heterosexual	United Kingdom	Other	Education	Single	Under 6 mo
id73037	1	54	Female	$50-74	Heterosexual	Texas	College	Education	Married	Under 6 mo
id88799	0	55	Male	$75-99	Heterosexual	Ontario	Some College	Professional	Married	1-3 yr
id75389	1	14	Female	Under $10	Heterosexual	Washington	Grammar	Education	Single	Under 6 mo
id77017	0	18	Male	Under $10	Heterosexual	Illinois	Some College	Education	Single	4-6 yr
id77018	0	19	Male	Over $100	NA	Massachusetts	Some College	Education	Single	1-3 yr
id83415	0	37	Male	Over $100	Heterosexual	California	College	Computer	Married	Over 7 yr
id84403	0	37	Male	$75-99	Heterosexual	Florida	Masters	Computer	Married	1-3 yr
id80850	0	42	Male	Over $100	Heterosexual	Virginia	College	Management	Married	1-3 yr
id81133	1	29	Female	$20-29	Heterosexual	Colorado	College	Computer	Single	Under 6 mo
id71513	0	21	Male	$75-99	NA	Massachusetts	Some College	Education	Single	1-3 yr
id80435	0	52	Male	$40-49	Gay male	California	Some College	Management	Single	4-6 yr
id72685	1	51	Female	$10-19	Heterosexual	Arkansas	High School	Professional	Divorced	Under 6 mo
id75055	0	24	Female	$30-39	Heterosexual	Illinois	College	Professional	Single	4-6 yr
id89900	1	60	Male	$40-49	Heterosexual	Arizona	Some College	Professional	Married	6-12 mo
id71382	1	35	Female	$30-39	Heterosexual	Quebec	Some College	Professional	Married	Under 6 mo
id75833	0	38	Male	$40-49	Heterosexual	Indiana	Masters	Computer	Single	Over 7 yr
id77744	0	23	Female	Under $10	Heterosexual	Louisiana	Masters	Education	Single	1-3 yr
id76885	0	63	Female	NA	Heterosexual	New Jersey	Other	Computer	Single	1-3 yr
id83057	0	41	Female	$50-74	NA	Virginia	Masters	Professional	Single	1-3 yr
id80752	1	35	Female	$50-74	Heterosexual	California	College	Professional	Married	6-12 mo
id72696	0	26	Male	Under $10	Heterosexual	Montana	College	Education	Other	Over 7 yr
id47716	1	33	Female	Under $10	Heterosexual	Montana	Some College	Education	Married	Under 6 mo
id72698	0	53	Male	$50-74	Heterosexual	Michigan	Doctoral	Computer	Married	4-6 yr
id72842	0	NA	Female	NA	NA	Ontario	High School	Education	NA	4-6 yr
id76083	0	35	Male	$40-49	Heterosexual	Illinois	Some College	Computer	Married	1-3 yr
id83727	0	32	Male	$40-49	Heterosexual	Louisiana	Some College	Computer	Married	1-3 yr
id89807	1	53	Male	$75-99	Heterosexual	Georgia	High School	Other	Married	Under 6 mo
id89916	0	20	Female	NA	Heterosexual	Indonesia	Some College	Education	Single	1-3 yr
id77037	1	80	Female	Over $100	Transgender	Northwest Territories	Grammar	Other	Widowed	Under 6 mo
id82347	0	57	Male	Over $100	Heterosexual	Ohio	Masters	Professional	Married	1-3 yr
id88454	0	27	Female	$50-74	Heterosexual	Illinois	College	Computer	Single	1-3 yr
id88460	0	24	Female	$10-19	NA	Ontario	Masters	Education	Single	1-3 yr
id78202	1	65	Male	$50-74	Heterosexual	Arizona	College	Management	Divorced	Under 6 mo
id85434	0	51	Female	$75-99	Heterosexual	Minnesota	Some College	Computer	Married	4-6 yr
id88458	0	25	Male	$40-49	Heterosexual	California	College	Computer	Single	4-6 yr
id88461	0	NA	Female	NA	Heterosexual	California	Other	Professional	Single	1-3 yr
id81323	0	58	Male	$30-39	NA	South Africa	College	Computer	Married	1-3 yr
id72634	0	25	Male	Under $10	Gay male	Italy	Masters	Management	Single	Over 7 yr
id84407	1	33	Female	NA	Heterosexual	Quebec	College	Computer	Single	6-12 mo
id90134	0	19	Male	$20-29	Gay male	Pennsylvania	Special	Professional	Single	1-3 yr
id73320	0	50	Female	$50-74	Heterosexual	Florida	Some College	Professional	Married	1-3 yr
id75016	0	39	Male	$75-99	Heterosexual	Tennessee	Some College	Management	Married	1-3 yr
id86466	0	51	Female	$75-99	Heterosexual	Alabama	College	Computer	Married	1-3 yr
id79514	0	26	Male	$20-29	Heterosexual	Georgia	College	Computer	Single	4-6 yr
id80514	1	36	Male	Over $100	Heterosexual	Michigan	Masters	Computer	Married	6-12 mo
id72523	1	16	Female	$50-74	Heterosexual	New York	Other	Education	Single	Under 6 mo
id82236	0	63	Male	$50-74	Heterosexual	Ontario	High School	Other	Married	1-3 yr
id82836	0	40	Male	Over $100	Heterosexual	New Jersey	Masters	Professional	Married	1-3 yr
id53386	1	50	Female	$10-19	Heterosexual	Wisconsin	Masters	Other	Divorced	6-12 mo
id87917	0	26	Male	$30-39	Heterosexual	Ohio	Professional	Professional	Other	Over 7 yr
id90131	0	45	Female	$75-99	Heterosexual	Virginia	Masters	Education	Married	4-6 yr
id78204	0	16	Male	$20-29	Heterosexual	Finland	High School	Education	Single	1-3 yr
id79808	0	NA	Male	Over $100	Heterosexual	Massachusetts	Special	Computer	Single	1-3 yr
id84337	0	31	Male	$75-99	Heterosexual	Nebraska	College	Computer	Married	Over 7 yr
id78219	0	49	Male	$50-74	Heterosexual	California	Some College	Management	Divorced	4-6 yr
id87882	0	38	Male	$40-49	Heterosexual	Kentucky	Some College	Computer	Married	4-6 yr
id89942	0	71	Male	Over $100	Heterosexual	California	Some College	Other	Married	1-3 yr
id76801	1	21	Male	Over $100	Heterosexual	California	Some College	Management	Single	Under 6 mo
id85138	0	46	Male	Over $100	Gay male	Michigan	Doctoral	Education	Other	Over 7 yr
id86261	0	37	Male	$75-99	Heterosexual	Mississippi	Doctoral	Education	Divorced	Over 7 yr
id86471	0	42	Male	$40-49	Gay male	Missouri	Some College	Management	Other	4-6 yr
id79305	0	30	Male	$50-74	Heterosexual	Burkina	Professional	Professional	Other	1-3 yr
id89946	1	18	Male	Under $10	Heterosexual	Netherlands	High School	Education	Single	6-12 mo
id90213	0	39	Female	Over $100	Heterosexual	California	Some College	Management	Married	1-3 yr
id79519	0	NA	Male	NA	Heterosexual	California	College	Other	Single	1-3 yr
id75837	0	44	Male	$75-99	Heterosexual	New York	College	Computer	Married	Over 7 yr
id76164	0	40	Female	$30-39	Heterosexual	Texas	Masters	Other	Other	1-3 yr
id76432	1	31	Female	$50-74	Heterosexual	Wisconsin	College	Management	Married	6-12 mo
id78712	0	73	Male	$75-99	Heterosexual	Illinois	Professional	Professional	Widowed	1-3 yr
id83065	0	21	Male	$50-74	Heterosexual	Ohio	Some College	Education	Single	1-3 yr
id87577	0	30	Male	NA	Heterosexual	Saskatchewan	High School	Other	Divorced	1-3 yr
id88675	1	37	Female	$50-74	Heterosexual	Tennessee	College	Education	Married	Under 6 mo
id72891	0	43	Male	$40-49	Heterosexual	Oklahoma	Masters	Education	Divorced	1-3 yr
id89947	0	41	Male	$30-39	Heterosexual	Illinois	Special	Computer	Single	1-3 yr
id72633	1	56	Male	$50-74	Heterosexual	California	Some College	Computer	Other	Under 6 mo
id76803	0	73	Male	NA	Heterosexual	North Carolina	College	Other	Married	4-6 yr
id78299	0	48	Male	$40-49	Heterosexual	Virginia	College	Computer	Single	4-6 yr
id74934	1	36	Female	$30-39	Heterosexual	Pennsylvania	Some College	Other	Divorced	Under 6 mo
id85412	0	42	Female	$50-74	Heterosexual	Florida	College	Education	Married	1-3 yr
id3718	0	26	Female	$20-29	Heterosexual	New York	College	Computer	Single	1-3 yr
id76037	1	31	Female	$40-49	Heterosexual	Alberta	Some College	Other	Married	Under 6 mo
id89705	1	28	Male	$20-29	Gay male	Pennsylvania	High School	Other	Single	Under 6 mo
id73317	0	29	Male	$40-49	Heterosexual	Ireland	Some College	Computer	Single	4-6 yr
id90228	1	32	Male	$20-29	Heterosexual	California	Some College	Other	Married	6-12 mo
id74797	1	26	Female	$50-74	Heterosexual	California	Some College	Other	NA	Under 6 mo
id82669	0	39	Male	$30-39	Heterosexual	North Carolina	Doctoral	Professional	Married	1-3 yr
id72134	1	53	Male	$10-19	Heterosexual	California	Some College	Other	Single	Under 6 mo
id83710	0	50	Male	$30-39	Heterosexual	California	Some College	Management	Married	1-3 yr
id77455	0	26	Female	$20-29	Heterosexual	Canada & Mexico	Masters	Education	Single	1-3 yr
id88800	0	33	Male	NA	Heterosexual	Illinois	Masters	Computer	Married	1-3 yr
id72272	0	45	Female	$50-74	Heterosexual	Minnesota	College	Professional	Married	1-3 yr
id58932	0	35	Female	$20-29	Heterosexual	New York	High School	Other	Married	1-3 yr
id78604	0	35	Male	$20-29	Heterosexual	Wisconsin	Some College	Other	Single	1-3 yr
id78230	1	27	Male	$50-74	Heterosexual	Australia	High School	Computer	Married	6-12 mo
id79307	0	22	Male	NA	Heterosexual	Massachusetts	Masters	Education	Single	4-6 yr
id90236	0	35	Male	$50-74	Heterosexual	California	College	Professional	Married	4-6 yr
id84718	0	61	Male	$10-19	Gay male	Washington	College	Other	Single	1-3 yr
id84921	0	31	Male	$10-19	Heterosexual	Other	Some College	Computer	Single	Over 7 yr
id89948	0	64	Male	Over $100	NA	California	College	Computer	Married	4-6 yr
id78235	1	29	Female	$30-39	Heterosexual	Idaho	College	Other	Married	Under 6 mo
id79146	0	17	Female	$50-74	Heterosexual	California	High School	Education	Single	4-6 yr
id81559	1	52	Female	$10-19	Heterosexual	Arkansas	High School	Education	Widowed	Under 6 mo
id81744	0	72	Male	Over $100	Heterosexual	California	Masters	Professional	Married	4-6 yr
id81899	0	48	Male	$40-49	Heterosexual	Missouri	College	Management	Divorced	4-6 yr
id84411	0	51	Male	$50-74	Heterosexual	California	College	Other	Single	1-3 yr
id65969	0	37	Male	$50-74	Heterosexual	Virginia	Masters	Professional	Married	Over 7 yr
id50311	0	37	Female	Over $100	Lesbian	Singapore	Masters	Management	Other	1-3 yr
id86542	0	27	Male	$75-99	Heterosexual	Maryland	College	Computer	Married	Over 7 yr
id72862	1	47	Male	$50-74	Heterosexual	Sweden	Masters	Professional	Married	Under 6 mo
id87723	0	24	Male	$50-74	Heterosexual	Connecticut	Some College	Professional	Single	Over 7 yr
id72109	1	25	Male	$20-29	Heterosexual	Washington	High School	Other	Married	6-12 mo
id74920	1	29	Female	$75-99	Heterosexual	Illinois	Masters	Professional	Single	6-12 mo
id76183	0	34	Male	NA	Heterosexual	Tennessee	Masters	Other	Separated	1-3 yr
id84412	0	42	Male	$75-99	Heterosexual	California	Some College	Professional	Married	4-6 yr
id84413	1	17	Female	$10-19	Heterosexual	California	Grammar	Education	Single	6-12 mo
id76973	0	22	Male	$10-19	Heterosexual	Other	Special	Other	Married	4-6 yr
id81549	0	45	Female	$50-74	Heterosexual	California	College	Computer	Divorced	1-3 yr
id39857	1	21	Male	$10-19	Heterosexual	Florida	Some College	Education	Single	6-12 mo
id73278	0	20	Female	$10-19	Heterosexual	Michigan	Some College	Education	Single	1-3 yr
id74391	0	41	Male	$30-39	Heterosexual	Arizona	College	Computer	Single	Over 7 yr
id83135	0	37	Male	$50-74	Heterosexual	Alabama	College	Computer	Married	1-3 yr
id73462	0	22	Female	$50-74	Heterosexual	California	Some College	Education	Single	4-6 yr
id86922	0	49	Male	Over $100	Heterosexual	Ohio	College	Computer	Married	4-6 yr
id78238	0	NA	Male	$40-49	NA	New York	Masters	Education	Single	1-3 yr
id88803	0	21	Female	$10-19	Heterosexual	California	Some College	Other	Married	1-3 yr
id44509	0	39	Male	$30-39	Heterosexual	California	Some College	Computer	Divorced	1-3 yr
id84415	1	NA	Female	NA	Heterosexual	Pennsylvania	College	Professional	Married	6-12 mo
id85179	0	14	Male	NA	Heterosexual	Illinois	Grammar	Education	Single	4-6 yr
id75203	0	26	Male	$50-74	Heterosexual	North Carolina	Special	Computer	Single	1-3 yr
id75593	0	18	Male	$10-19	Heterosexual	Ontario	High School	Education	Single	1-3 yr
id41577	0	19	Female	$10-19	Heterosexual	Mississippi	Some College	Education	Single	1-3 yr
id78276	0	20	Male	Under $10	Heterosexual	California	High School	Education	Single	1-3 yr
id82361	0	21	Male	NA	Heterosexual	Illinois	Some College	Computer	Single	1-3 yr
id85141	0	25	Male	$40-49	Heterosexual	Washington	College	Computer	Single	Over 7 yr
id76184	0	30	Male	$30-39	Heterosexual	California	Some College	Computer	Single	1-3 yr
id78273	1	66	Male	$40-49	Heterosexual	Florida	Some College	Other	Married	6-12 mo
id82940	0	29	Male	$20-29	Gay male	Washington D.C.	College	Computer	Single	Over 7 yr
id88804	1	54	Female	NA	Heterosexual	Oregon	Some College	Other	Married	6-12 mo
id77807	0	40	Female	$20-29	Heterosexual	Georgia	Masters	Computer	Single	1-3 yr
id78876	0	31	Male	$50-74	Heterosexual	Texas	College	Computer	Married	4-6 yr
id76447	0	24	Female	NA	Heterosexual	Hong Kong	College	Other	Single	1-3 yr
id73996	0	32	Female	$20-29	Heterosexual	Arizona	College	Education	Married	1-3 yr
id56865	0	33	Male	Under $10	NA	California	Some College	Other	Single	1-3 yr
id77957	0	43	Male	$75-99	Heterosexual	Massachusetts	Some College	Professional	Married	1-3 yr
id89567	0	34	Male	$40-49	NA	Ontario	Special	Computer	NA	1-3 yr
id78151	0	26	Male	Over $100	Heterosexual	Pennsylvania	College	Computer	Single	4-6 yr
id44525	0	43	Female	Under $10	Heterosexual	Texas	Some College	Other	Married	1-3 yr
id82728	0	50	Male	$50-74	Heterosexual	Texas	College	Professional	Married	1-3 yr
id82794	0	20	Male	$75-99	Heterosexual	California	College	Computer	Single	Over 7 yr
id78266	1	37	Female	NA	Heterosexual	Nevada	High School	Management	Married	Under 6 mo
id84295	1	34	Male	Over $100	Heterosexual	California	College	Professional	Married	6-12 mo
id85145	0	47	Male	Over $100	Heterosexual	Arizona	Some College	Computer	Married	1-3 yr
id78268	0	22	Male	$20-29	Heterosexual	Georgia	College	Professional	Single	4-6 yr
id84382	0	26	Male	$30-39	Heterosexual	Ohio	College	Computer	Single	4-6 yr
id84384	1	42	Female	$30-39	Heterosexual	Ohio	Other	Professional	Divorced	Under 6 mo
id84933	0	34	Male	$75-99	Heterosexual	Washington	College	Computer	Married	4-6 yr
id73172	0	39	Male	$30-39	Heterosexual	Virginia	High School	Other	Single	1-3 yr
id77493	0	38	Male	$40-49	Heterosexual	California	College	Professional	Single	1-3 yr
id78270	1	39	Female	$40-49	Lesbian	Colorado	College	Computer	Other	6-12 mo
id90158	0	31	Male	$75-99	Heterosexual	Iowa	Professional	Professional	Married	4-6 yr
id62196	0	46	Male	Over $100	Heterosexual	California	Masters	Computer	Married	1-3 yr
id84418	0	25	Male	$30-39	Heterosexual	South Carolina	Some College	Professional	Married	1-3 yr
id75722	0	23	Male	NA	Heterosexual	Netherlands	College	Computer	Other	1-3 yr
id78388	0	46	Male	$75-99	NA	Massachusetts	College	Computer	Married	Over 7 yr
id88599	0	27	Male	NA	Heterosexual	Texas	College	Education	Single	4-6 yr
id90132	1	21	Male	NA	Heterosexual	Greece	College	Education	Single	Under 6 mo
id79471	0	21	Female	$20-29	Heterosexual	Australia	Some College	Other	Other	1-3 yr
id72851	1	31	Female	$20-29	Heterosexual	Louisiana	College	Education	Single	Under 6 mo
id80213	0	29	Male	$50-74	Heterosexual	Michigan	College	Education	Other	1-3 yr
id82085	0	20	Male	$20-29	Heterosexual	Indiana	Some College	Professional	Single	4-6 yr
id87756	0	43	Male	NA	Heterosexual	Oregon	College	Computer	Married	Over 7 yr
id77061	0	31	Male	$30-39	Heterosexual	Hawaii	Masters	Education	Single	4-6 yr
id79312	0	34	Male	Over $100	Heterosexual	Missouri	Some College	Computer	Married	4-6 yr
id82796	0	26	Male	$50-74	Heterosexual	Ohio	College	Management	Other	Over 7 yr
id86337	0	29	Male	$20-29	Heterosexual	Pennsylvania	Some College	Other	Married	1-3 yr
id75482	0	36	Male	$50-74	Heterosexual	Maryland	College	Computer	Married	1-3 yr
id78965	0	24	Male	$30-39	Heterosexual	Washington D.C.	College	Computer	Single	1-3 yr
id80742	1	29	Male	$50-74	Heterosexual	Colorado	Some College	Computer	Married	Under 6 mo
id87178	1	46	Female	$75-99	Heterosexual	North Carolina	College	Education	Married	Under 6 mo
id76283	1	28	Male	$40-49	Bisexual	Georgia	College	Computer	Married	6-12 mo
id84389	0	39	Male	$50-74	Heterosexual	Sweden	College	Computer	Other	Over 7 yr
id78320	0	21	Male	$75-99	Heterosexual	Ohio	College	Computer	Single	4-6 yr
id90209	0	38	Female	$20-29	Heterosexual	Kentucky	Some College	Computer	Single	1-3 yr
id83397	0	61	Female	$30-39	Heterosexual	Hawaii	Doctoral	Education	Divorced	1-3 yr
id87754	0	40	Male	$75-99	Heterosexual	Illinois	College	Computer	Married	1-3 yr
id72675	0	42	Male	$50-74	Heterosexual	Tennessee	Some College	Computer	Married	1-3 yr
id61664	0	29	Female	$20-29	Heterosexual	Texas	Some College	Professional	Single	1-3 yr
id82032	0	22	Female	$50-74	Heterosexual	Texas	College	Computer	Single	4-6 yr
id65977	0	31	Male	$20-29	Heterosexual	North Carolina	Some College	Computer	Single	4-6 yr
id89321	0	39	Female	$30-39	Heterosexual	Australia	College	Computer	Divorced	4-6 yr
